padron,bajado,terreno,mejoras,ph,total,valuacion
77448,true,45040.26,0.0,0.0,45040.26,10700.0
80014,true,275344.08,623679.37,0.0,899023.45,483345.93
80029,true,35696.75,55332.55,0.0,91029.29,48940.47
80031,true,122499.23,11944.35,0.0,134443.59,59144.93
80036,true,189034.84,612295.35,0.0,801330.19,430822.67
80044,true,10624.57,99491.28,0.0,110115.85,59202.07
80068,true,0.0,0.0,0.0,0.0,
80075,true,0.0,0.0,0.0,0.0,
80076,true,0.0,0.0,0.0,0.0,
80090,true,0.0,0.0,0.0,0.0,
80092,true,211310.32,339089.93,0.0,550400.25,295914.11
80139,true,461240.39,51323.73,0.0,512564.12,275572.1
80144,true,96293.99,138582.69,0.0,234876.68,126277.78
80179,true,134385.8,569166.15,0.0,703551.95,378253.72
80185,true,32718.84,57671.94,0.0,90390.78,48597.19
80186,true,96588.82,669264.93,0.0,765853.75,411749.32
80188,true,342334.76,387440.65,0.0,729775.42,271211.75
80207,true,65536.0,218866.33,0.0,284402.33,152904.46
80215,true,0.0,0.0,0.0,0.0,
80242,true,114097.0,347213.4,0.0,461310.4,248016.33
80243,true,465149.92,2248.35,0.0,467398.27,162400.0
80248,true,780723.38,940559.86,0.0,1721283.24,925421.09
80253,true,412742.6,0.0,0.0,412742.6,221904.62
80261,true,137112.69,173493.37,0.0,310606.05,166992.5
80270,true,111017.2,0.0,0.0,111017.2,33500.0
80276,true,358899.56,375246.65,0.0,734146.21,394702.25
80336,true,158041.85,133499.97,0.0,291541.82,156742.9
80343,true,86094.65,99756.88,0.0,185851.53,52800.0
80348,true,40483.83,37787.58,0.0,78271.41,42081.39
80349,true,38248.55,67059.81,0.0,105308.37,56617.39
80361,true,32955.34,98860.73,0.0,131816.07,70868.85
80366,true,161038.25,227107.37,0.0,388145.63,208680.44
80408,true,458537.86,20277.35,0.0,478815.21,257427.53
80415,true,328717.9,244103.6,0.0,572821.5,307968.54
80417,true,1208429.0,262910.58,0.0,1471339.59,791042.77
80422,true,236974.61,135993.28,0.0,372967.89,200520.35
80426,true,658072.13,1201924.24,0.0,1859996.38,999998.04
80446,true,159420.01,159261.58,0.0,318681.59,16800.0
80452,true,319234.92,877910.68,0.0,1197145.6,42900.0
80487,true,0.0,0.0,0.0,0.0,
80491,true,0.0,0.0,0.0,0.0,
80500,true,31180.86,115024.09,0.0,146204.95,78604.801
80504,true,193469.69,151164.75,0.0,344634.44,185287.32
80512,true,149430.47,415834.84,0.0,565265.3,303906.05
80513,true,70139.27,166221.03,0.0,236360.3,127075.43
80514,true,0.0,0.0,0.0,0.0,
80522,true,134903.03,190893.63,0.0,325796.66,175159.49
80531,true,338940.35,1105226.0,0.0,1444166.34,776433.51
80533,true,73873.68,555802.04,0.0,629675.71,338535.33
80544,true,0.0,0.0,0.0,0.0,
80554,true,0.0,0.0,0.0,0.0,
80560,true,36876.58,85156.26,0.0,122032.83,65609.04
80563,true,200635.17,0.0,0.0,200635.17,107868.37
80570,true,77143.92,0.0,0.0,77143.92,41475.22
80571,true,0.0,0.0,0.0,0.0,
80578,true,36323.39,12675.13,0.0,48998.52,26343.28
80583,true,0.0,0.0,0.0,0.0,
80585,true,1104223.58,0.0,0.0,1104223.58,593668.59
80586,true,319360.35,0.0,0.0,319360.35,171699.11
80587,true,33231.04,142778.39,0.0,176009.43,94628.71
80593,true,36876.58,198398.32,0.0,235274.89,126491.87
80603,true,183624.43,4530124.53,0.0,4713748.96,76361.26
80614,true,24799.21,35013.74,0.0,59812.95,32157.48
80632,true,38976.09,156261.56,0.0,195237.65,104966.47
80633,true,36481.6,178600.48,0.0,215082.08,115635.51
80636,true,60823.51,339230.01,0.0,400053.52,215082.53
80637,true,46771.32,116330.93,0.0,163102.25,87689.36
80638,true,31180.86,181635.65,0.0,212816.51,114417.48
80639,true,41886.33,31617.46,0.0,73503.78,39518.16
80640,true,46095.74,24790.24,0.0,70885.98,38110.74
80641,true,49710.54,225124.16,0.0,274834.7,147760.59
80642,true,30661.2,55634.25,0.0,86295.45,46395.37
80644,true,31180.86,104809.62,0.0,135990.48,73113.16
80651,true,31180.86,19604.22,0.0,50785.09,27303.81
80652,true,24799.21,68073.46,0.0,92872.67,49931.52
80658,true,37527.69,0.0,0.0,37527.69,20133.46
80659,true,26732.4,66651.94,0.0,93384.34,50206.62
80660,true,26716.34,102335.71,0.0,129052.05,14372.25
80662,true,26642.85,152622.3,0.0,179265.15,14372.25
80666,true,24528.89,32344.13,0.0,56873.02,30576.88
80667,true,24233.84,43597.82,0.0,67831.66,36468.62
80668,true,24113.15,50725.37,0.0,74838.52,40235.76
80670,true,31648.57,30639.5,0.0,62288.07,33488.2
80671,true,36876.58,28706.04,0.0,65582.62,35259.47
80673,true,41886.33,141982.79,0.0,183869.11,98854.36
80674,true,26638.87,94167.81,0.0,120806.68,64949.82
80675,true,31648.57,149148.42,0.0,180796.98,97202.67
80676,true,33275.2,123392.25,0.0,156667.45,84229.8
80678,true,33883.19,145290.33,0.0,179173.52,96329.85
80683,true,105552.48,352850.47,0.0,458402.95,56748.66
80687,true,0.0,0.0,0.0,0.0,
80689,true,36876.58,111511.76,0.0,148388.34,79778.67
80690,true,36502.39,143068.05,0.0,179570.44,96543.24
80691,true,31180.86,30043.54,0.0,61224.4,32916.34
80692,true,31180.86,39992.5,0.0,71173.36,38265.24
80694,true,23697.43,54213.29,0.0,77910.72,41887.47
80695,true,24799.21,36535.66,0.0,61334.87,32975.72
80696,true,41886.33,359704.82,0.0,401591.15,215909.2
80697,true,41678.39,147837.26,0.0,189515.65,101890.13
80698,true,52124.08,453992.25,0.0,506116.34,272105.54
80699,true,42509.93,120418.34,0.0,162928.27,87595.85
80700,true,41678.39,109012.82,0.0,150691.21,81016.78
80701,true,41886.33,270984.89,0.0,312871.22,168210.32
80702,true,41886.33,69909.6,0.0,111795.92,60105.33
80703,true,41678.39,101439.98,0.0,143118.37,76945.36
80704,true,41886.33,173157.06,0.0,215043.38,115614.71
80705,true,24528.89,117352.3,0.0,141881.2,76280.2
80706,true,31180.86,45099.7,0.0,76280.56,41011.04
80707,true,24528.89,632.36,0.0,25161.26,13527.55
80708,true,24528.89,108736.81,0.0,133265.7,71648.21
80709,true,36876.58,137153.51,0.0,174030.09,93564.57
80710,true,41886.33,96016.86,0.0,137903.19,74141.49
80711,true,41886.33,21842.71,0.0,63729.04,34262.93
80712,true,52049.37,184723.92,0.0,236773.29,127297.46
80713,true,31180.86,95196.25,0.0,126377.11,67944.67
80714,true,24528.89,0.0,0.0,24528.89,13187.56
80715,true,27146.52,153331.33,0.0,180477.86,97031.1
80720,true,3146763.6,0.0,0.0,3146763.6,42000.0
80724,true,95773.92,438058.4,0.0,533832.33,287006.62
80725,true,603659.56,577405.66,0.0,1181065.22,634981.31
80763,true,177938.52,452311.61,0.0,630250.13,338844.14
80764,true,36853.52,150025.01,0.0,186878.53,100472.32
80765,true,1033746.93,1044650.67,0.0,2078397.6,1010855.38
80766,true,0.0,0.0,0.0,0.0,
80770,true,147210.17,196887.97,0.0,344098.15,22200.0
80788,true,2234447.91,1037765.3,0.0,3272213.21,1233044.43
80790,true,253310.85,377434.58,0.0,630745.43,339110.45
80817,true,115100.77,317835.6,0.0,432936.37,232761.48
80826,true,717942.89,309147.85,0.0,1027090.74,552199.31
80847,true,0.0,0.0,0.0,0.0,
80849,true,38887.9,234946.06,0.0,273833.96,113451.86
80855,true,86433.36,259708.02,0.0,346141.38,186097.51
80865,true,609149.4,3169641.55,0.0,3778790.95,25000.006
80882,true,231269.16,458321.66,0.0,689590.82,370747.75
80883,true,362723.04,354769.11,0.0,717492.14,385748.46
80895,true,0.0,0.0,0.0,0.0,
80897,true,245099.95,292945.48,0.0,538045.43,289271.73
80909,true,0.0,0.0,0.0,0.0,
80911,true,55066.99,178878.88,0.0,233945.87,125777.34
80914,true,183055.63,328868.24,0.0,511923.87,275227.88
80918,true,54707.3,41549.58,0.0,96256.88,51750.98
80921,true,138386.88,254635.41,0.0,393022.29,211302.3
80934,true,129671.25,687014.19,0.0,816685.45,526909.49
80935,true,1183042.3,239214.9,0.0,1422257.2,764654.405
80939,true,0.0,0.0,0.0,0.0,
80941,true,400777.05,213980.41,0.0,614757.45,330514.75
80973,true,490321.36,1216519.65,0.0,1706841.01,917656.44
80975,true,99011.91,388188.83,0.0,487200.73,261935.86
80978,true,599010.26,591057.5,0.0,1190067.76,639821.38
80982,true,80082.21,64201.51,0.0,144283.72,77571.89
80983,true,98168.86,501592.4,0.0,599761.26,322452.28
80990,true,279696.89,528882.88,0.0,808579.77,434720.3
80991,true,868901.76,662654.05,0.0,1531555.81,823417.1
80997,true,110455.11,345802.19,0.0,456257.3,245299.62
80999,true,164977.33,0.0,0.0,164977.33,88697.48
81009,true,53571.65,302882.79,0.0,356454.44,191642.18
81020,true,73224.89,78820.45,0.0,152045.34,81744.8
81034,true,86932.16,64148.39,0.0,151080.55,81226.09
81043,true,0.0,0.0,0.0,0.0,
81045,true,65479.83,372076.15,0.0,437555.97,235245.14
81046,true,0.0,0.0,0.0,0.0,
81050,true,0.0,0.0,0.0,0.0,
81061,true,83211.36,30914.78,0.0,114126.14,61358.1333
81068,true,233850.48,280950.4,0.0,514800.88,276774.66
81073,true,29658.29,3871.98,0.0,33530.27,18027.02
81083,true,93147.57,576186.38,0.0,669333.95,359856.96
81084,true,37417.05,6260.28,0.0,43677.33,23482.42
81087,true,0.0,0.0,0.0,0.0,
81105,true,0.0,0.0,0.0,0.0,
81153,true,0.0,0.0,0.0,0.0,
81154,true,320646.59,220396.91,0.0,541043.5,290883.6
81159,true,207358.62,722597.28,0.0,929955.9,499976.28
81162,true,114842.69,0.0,0.0,114842.69,61743.38
81163,true,941636.11,981314.45,0.0,1922950.56,1033844.37
81165,true,339021.73,276136.9,0.0,615158.63,330730.43
81173,true,17710981.15,0.0,0.0,17710981.15,60400.0
81175,true,0.0,0.0,0.0,0.0,
81182,true,0.0,0.0,0.0,0.0,
81190,true,129997.26,0.0,0.0,129997.26,69890.99
81191,true,64232.6,321020.45,0.0,385253.05,207125.29
81208,true,0.0,0.0,0.0,0.0,
81211,true,380892.45,608429.16,0.0,989321.62,531893.34
81231,true,352543.42,156005.27,0.0,508548.69,273413.26
81232,true,0.0,0.0,0.0,0.0,
81245,true,35057.06,31617.46,0.0,66674.51,35846.51
81246,true,166374.65,360368.05,0.0,526742.69,283194.98
81247,true,514581.87,200923.73,0.0,715505.6,384680.42
81257,true,292254.95,780033.98,0.0,1072288.93,576499.4223
81258,true,88913.19,125396.04,0.0,214309.23,115220.01
81262,true,80511.82,140180.11,0.0,220691.93,118651.56
81268,true,207440.08,662931.19,0.0,870371.27,94349.77
81271,true,243198.49,229868.4,0.0,473066.88,254337.02
81310,true,45274.62,156107.0,0.0,201381.62,108269.67
81319,true,344671.43,3704530.35,0.0,4049201.78,2033347.48
81321,true,69481.62,238954.61,0.0,308436.23,165825.93
81326,true,591975.52,745501.29,0.0,1337476.81,719073.55
81328,true,41886.33,0.0,0.0,41886.33,22519.52
81329,true,374989.76,2146498.8,0.0,2521488.55,1355638.99
81342,true,108518.18,216798.09,0.0,325316.26,17300.0
81344,true,286386.18,1298915.84,0.0,1585302.03,852312.91
81350,true,37417.05,51233.89,0.0,88650.94,47661.79
81354,true,450173.34,410814.74,0.0,860988.08,462896.81
81355,true,29443.77,158991.59,0.0,188435.36,101309.33
81363,true,381171.11,0.0,0.0,381171.11,92533.69
81365,true,171813.21,93036.48,0.0,264849.68,142392.29
81374,true,40528.4,94673.88,0.0,135202.28,72689.38
81378,true,86433.36,368613.99,0.0,455047.35,244649.1
81380,true,84699.56,24508.76,0.0,109208.32,58714.14
81403,true,65479.83,306314.91,0.0,371794.74,199889.62
81406,true,114253.66,274341.51,0.0,388595.17,208922.13
81408,true,177704.55,608914.39,0.0,786618.93,422913.38
81412,true,102519.75,42376.67,0.0,144896.41,77901.29
81416,true,78431.23,183293.75,0.0,261724.98,140712.34
81417,true,0.0,0.0,0.0,0.0,
81418,true,0.0,0.0,0.0,0.0,
81421,true,0.0,0.0,0.0,0.0,
81423,true,1860562.28,0.0,0.0,1860562.28,1000302.29
81425,true,0.0,0.0,0.0,0.0,
81435,true,40938.39,556527.01,0.0,597465.4,321217.94
81441,true,0.0,0.0,0.0,0.0,
81443,true,5882.44,0.0,0.0,5882.44,21200.0
81457,true,510667.68,292467.89,0.0,803135.57,431793.29
81458,true,4377793.53,888728.4,0.0,5266521.93,2831463.39
81462,true,134697.54,349878.07,0.0,484575.61,260524.5
81463,true,244315.42,284344.26,0.0,528659.68,284225.64
81469,true,0.0,0.0,0.0,0.0,
81470,true,122209.7,90957.31,0.0,213167.01,23500.0
81471,true,81145.82,381986.03,0.0,463131.85,248995.62
81479,true,274021.66,149330.4,0.0,423352.06,227608.64
81480,true,0.0,0.0,0.0,0.0,
81502,true,0.0,0.0,0.0,0.0,
81504,true,224552.9,865679.14,0.0,1090232.04,586146.267
81506,true,432598.95,542572.01,0.0,975170.97,524285.46
81511,true,260540.16,209705.15,0.0,470245.31,27500.0
81520,true,0.0,0.0,0.0,0.0,
81525,true,97054.0,377325.43,0.0,474379.43,255042.69
81532,true,345224.37,361883.04,0.0,707107.4,380165.27
81548,true,180357.41,471840.27,0.0,652197.69,176225.09
81559,true,117576.64,235582.51,0.0,353159.14,189870.52
81563,true,0.0,0.0,0.0,0.0,
81568,true,0.0,0.0,0.0,0.0,
81573,true,96204.19,0.0,0.0,96204.19,51722.67
81589,true,79700.63,270284.81,0.0,349985.44,188164.21
81623,true,142354.17,85063.37,0.0,227417.54,122267.49
81624,true,119270.35,308812.15,0.0,428082.5,230151.88
81628,true,338813.19,1666518.97,0.0,2005332.16,1078135.55
81637,true,41806.85,213543.11,0.0,255349.95,137284.92
81639,true,268698.61,541743.53,0.0,810442.13,435721.56
81650,true,45448.49,204698.01,0.0,250146.5,134487.35
81651,true,0.0,0.0,0.0,0.0,
81694,true,0.0,0.0,0.0,0.0,
81696,true,135117.16,0.0,0.0,135117.16,72643.631
81708,true,52758.59,596228.05,0.0,648986.64,73700.0
81709,true,247439.03,381481.53,0.0,628920.56,338129.33
81710,true,108781.18,273490.27,0.0,382271.45,205522.28
81721,true,0.0,0.0,0.0,0.0,
81725,true,1161786.6,0.0,0.0,1161786.6,624616.45
81726,true,578863.43,586362.38,0.0,1165225.81,626465.487
81732,true,34556.2,60076.96,0.0,94633.15,50878.03
81752,true,187916.69,125564.61,0.0,313481.31,168538.33
81764,true,37417.05,0.0,0.0,37417.05,20116.69
81769,true,534383.45,250002.0,0.0,784385.44,421712.59
81770,true,108955.38,0.0,0.0,108955.38,58578.15
81783,true,327394.3,396251.08,0.0,723645.38,389056.64
81787,true,161767.0,0.0,0.0,161767.0,86971.5
81788,true,161767.0,0.0,0.0,161767.0,86971.5
81793,true,160899.99,97065.53,0.0,257965.52,20300.0
81800,true,73443.98,480421.06,0.0,553865.04,297776.89
81826,true,0.0,0.0,0.0,0.0,
81835,true,33055.64,163260.61,0.0,196316.25,310900.0
81859,true,274756.42,427305.21,0.0,702061.64,377452.48
81860,true,117800.62,165626.76,0.0,283427.38,152380.3
81884,true,64741.99,0.0,0.0,64741.99,34807.52
81886,true,529230.59,953162.08,0.0,1482392.67,796985.29
81900,true,266717.9,608447.81,0.0,875165.7,470519.18
81909,true,1080053.3,925154.51,0.0,2005207.81,1078068.71
81910,true,1083509.12,506768.53,0.0,1590277.65,854987.98
81914,true,2855829.53,0.0,0.0,2855829.53,1535392.22
81915,true,244232.63,0.0,0.0,244232.63,131307.86
81918,true,81555.74,665793.82,0.0,747349.56,401800.84
81927,true,101066.35,0.0,0.0,101066.35,54336.75
81928,true,192173.91,803981.5,0.0,996155.4,535567.41
81963,true,37866.08,97949.05,0.0,135815.13,73018.87
82023,true,66103.4,666605.36,0.0,732708.76,393929.43
82049,true,79305.48,0.0,0.0,79305.48,42637.34
82050,true,138263.75,181889.86,0.0,320153.6,172125.59
82058,true,0.0,0.0,0.0,0.0,
82062,true,0.0,0.0,0.0,0.0,
82065,true,155417.16,96794.97,0.0,252212.13,135597.92
82066,true,685544.62,1569868.84,0.0,2255413.46,1212587.87
82067,true,53414.66,33619.5,0.0,87034.16,46792.56
82069,true,408295.07,651712.04,0.0,1060007.12,317473.41
82101,true,102373.54,289694.28,0.0,392067.83,210789.14
82104,true,339810.26,857526.72,0.0,1197336.98,643729.55
82164,true,245956.15,640945.85,0.0,886902.0,476829.02
82165,true,0.0,0.0,0.0,0.0,
82167,true,80486.21,0.0,0.0,80486.21,43272.14
82169,true,117937.02,257880.66,0.0,375817.68,202052.51
82208,true,225864.97,460912.81,0.0,686777.78,369235.37
82238,true,266246.16,903220.37,0.0,1169466.54,628745.45
82243,true,161221.23,398550.74,0.0,559771.97,300952.67
82248,true,154400.32,260155.02,0.0,414555.33,222879.2
82257,true,232685.78,286455.35,0.0,519141.13,279108.11
82266,true,197077.4,124095.72,0.0,321173.12,172673.72
82278,true,114762.25,226640.66,0.0,341402.91,183549.94
82279,true,32975.75,64976.8,0.0,97952.54,52662.64
82307,true,272229.47,329273.79,0.0,601503.26,252685.12
82309,true,188758.67,1520453.89,0.0,1709212.55,918931.47
82313,true,250245.3,405479.06,0.0,655724.36,352539.9752
82316,true,64689.95,481746.28,0.0,546436.24,293782.9
82318,true,46461.54,45307.21,0.0,91768.75,49338.03
82321,true,663606.61,543856.66,0.0,1207463.27,649173.78
82329,true,240129.39,327649.84,0.0,567779.24,305257.65
82331,true,338435.4,716546.32,0.0,1054981.72,451214.31
82332,true,161163.64,481862.64,0.0,643026.29,345713.06
82333,true,184058.07,341109.98,0.0,525168.05,282348.42
82336,true,110908.36,89357.67,0.0,200266.04,107669.89
82347,true,115856.26,0.0,0.0,115856.26,221741.82
82348,true,70797.39,347515.11,0.0,418312.51,289034.51
82353,true,141436.44,348469.55,0.0,489906.0,263390.32
82354,true,122353.7,899768.74,0.0,1022122.43,549528.18
82359,true,533151.82,586147.56,0.0,1119299.37,601773.83
82393,true,37791.2,21122.61,0.0,58913.81,31674.07
82406,true,89834.66,123759.21,0.0,213593.87,114835.4
82407,true,638120.69,1111792.96,0.0,1749913.65,940813.79
82408,true,1339821.02,1274587.92,0.0,2614408.94,1405596.21
82414,true,198869.18,206609.4,0.0,405478.58,217999.23
82415,true,0.0,0.0,0.0,0.0,
82424,true,0.0,0.0,0.0,0.0,
82427,true,3157582.32,1551805.7,0.0,4709388.03,2531929.04
82428,true,326532.62,653241.81,0.0,979774.44,526760.44
82430,true,36502.39,68163.93,0.0,104666.32,56272.21
82439,true,116830.0,15344.99,0.0,132174.99,66400.0
82443,true,122432.32,446602.93,0.0,569035.26,305932.93
82451,true,844917.28,611742.85,0.0,1456660.14,783150.59
82475,true,0.0,0.0,0.0,0.0,
82477,true,1964914.22,384927.81,0.0,2349842.03,1263355.92
82489,true,0.0,0.0,0.0,0.0,
82491,true,493067.45,1660257.76,0.0,2153325.21,1157701.72
82492,true,201420.5,401372.57,0.0,602793.07,324082.29
82508,true,1320904.62,0.0,0.0,1320904.62,26400.0
82546,true,213156.08,68485.72,0.0,281641.8,151420.31
82585,true,0.0,0.0,0.0,0.0,
82587,true,49785.88,57120.65,0.0,106906.53,57476.62
82588,true,52586.47,68125.47,0.0,120711.94,64898.88
82589,true,148809.65,144679.2,0.0,293488.86,157789.7
82593,true,653758.82,1114700.88,0.0,1768459.7,18500.0
82594,true,64920.99,0.0,0.0,64920.99,34903.75
82596,true,0.0,0.0,0.0,0.0,
82603,true,491821.54,464650.6,0.0,956472.14,514232.33
82604,true,485783.91,908457.77,0.0,1394241.69,749592.29
82613,true,264071.11,567475.11,0.0,831546.22,447067.86
82634,true,103470.57,0.0,0.0,103470.57,55629.33
82635,true,107285.72,0.0,0.0,107285.72,57680.49
82638,true,511654.62,0.0,0.0,511654.62,18305.43
82662,true,42509.93,271633.91,0.0,314143.84,168894.53
82663,true,47516.49,162404.63,0.0,209921.12,112860.82
82664,true,69778.79,15134.88,0.0,84913.67,45652.5
82672,true,135169.27,426307.56,0.0,561476.82,301869.26
82677,true,0.0,0.0,0.0,0.0,
82679,true,35366.2,182117.31,0.0,217483.51,116926.61
82680,true,271969.41,91474.53,0.0,363443.94,195399.95
82682,true,69763.5,236386.21,0.0,306149.72,164596.61
82684,true,0.0,0.0,0.0,0.0,
82686,true,1201502.77,0.0,0.0,1201502.77,645969.22
82691,true,514840.75,0.0,0.0,514840.75,276796.1
82692,true,353383.13,0.0,0.0,353383.13,189990.92
82693,true,415225.28,452311.45,0.0,867536.74,466417.58
82694,true,856954.12,449652.35,0.0,1306606.47,702476.59
82696,true,359247.01,599075.96,0.0,958322.98,515227.41
82698,true,216498.44,309147.85,0.0,525646.29,282605.52
82699,true,259420.3,1283669.79,0.0,1543090.09,829618.32
82708,true,44328.85,16279.27,0.0,60608.12,32584.99
82724,true,110694.16,474330.81,0.0,585024.97,374351.03
82733,true,0.0,0.0,0.0,0.0,
82741,true,88897.74,232358.45,0.0,321256.19,172718.37
82742,true,364000.32,603435.34,0.0,967435.67,520126.68
82753,true,412518.24,334862.62,0.0,747380.86,401817.67
82779,true,448378.64,589939.08,0.0,1038317.72,558235.31
82780,true,31648.57,50685.18,0.0,82333.74,44265.44
82785,true,248937.2,899937.24,0.0,1148874.44,617674.42
82807,true,216901.91,246467.73,0.0,463369.65,249123.45
82809,true,49417.43,168074.32,0.0,217491.76,116931.04
82812,true,84934.58,331465.62,0.0,416400.21,223871.06
82814,true,75661.92,148037.3,0.0,223699.22,120268.39
82816,true,58156.77,0.0,0.0,58156.77,31267.07
82817,true,105127.92,121772.73,0.0,226900.65,121989.59
82818,true,50405.95,175393.71,0.0,225799.66,121397.66
82819,true,119980.01,443579.95,0.0,563559.96,302989.22
82826,true,0.0,0.0,0.0,0.0,
82829,true,54750.09,0.0,0.0,54750.09,29435.53
82831,true,0.0,0.0,0.0,0.0,
82836,true,302711.38,555295.31,0.0,858006.69,461293.91
82838,true,252004.74,366419.6,0.0,618424.34,332486.19
82839,true,103666.84,361647.87,0.0,465314.7,250169.17
82840,true,56052.8,0.0,0.0,56052.8,30135.91
82841,true,150423.52,210146.22,0.0,360569.74,193854.69
82845,true,267307.36,245775.28,0.0,513082.64,275850.87
82868,true,762419.01,1325513.5,0.0,2087932.51,1122544.35
82878,true,371980.59,418034.74,0.0,790015.32,424739.42
82883,true,82375.99,519412.58,0.0,601788.56,323542.23
82884,true,125852.0,610077.65,0.0,735929.66,127432.65
82885,true,163885.79,0.0,0.0,163885.79,88110.63
82887,true,3166042.79,988646.03,0.0,4154688.82,2233703.64
82888,true,80914.37,26804.82,0.0,107719.19,57913.53
82897,true,122077.98,513185.08,0.0,635263.06,341539.28
82898,true,305165.47,808053.41,0.0,1113218.88,598504.77
82901,true,32955.34,183362.81,0.0,216318.15,116300.08
82907,true,0.0,0.0,0.0,0.0,
82908,true,74455.6,137469.34,0.0,211924.93,113938.14
82911,true,2807353.65,819673.86,0.0,3627027.51,1950014.78
82915,true,0.0,0.0,0.0,0.0,
82921,true,340799.07,441939.37,0.0,782738.44,420827.11
82937,true,150969.96,446453.15,0.0,597423.11,321195.21
83039,true,26223.47,142577.62,0.0,168801.09,15400.0
83069,true,135055.61,323414.03,0.0,458469.64,246489.05
83071,true,0.0,0.0,0.0,0.0,
83087,true,128881.76,184157.78,0.0,313039.54,168300.82
83088,true,0.0,0.0,0.0,0.0,
83089,true,248145.52,361376.44,0.0,609521.96,327699.96
83091,true,225686.25,299277.07,0.0,524963.32,282238.34
83094,true,199058.58,130909.96,0.0,329968.54,177402.44
83095,true,53098.84,389403.64,0.0,442502.48,237904.55
83099,true,80680.49,378726.18,0.0,459406.68,246992.83
83100,true,79590.74,48244.25,0.0,127834.98,68728.48
83103,true,84356.76,323114.82,0.0,407471.59,219070.74
83104,true,63428.97,55600.68,0.0,119029.66,63994.44
83108,true,55564.34,44908.28,0.0,100472.61,54017.53
83112,true,0.0,0.0,0.0,0.0,
83139,true,62299.06,27278.34,0.0,89577.4,48159.88
83143,true,1650358.98,3027886.16,0.0,4678245.14,2515185.55
83161,true,482076.48,657491.4,0.0,1139567.88,612670.9
83191,true,356000.18,1033211.41,0.0,1389211.59,746887.93
83211,true,658324.04,3036688.92,0.0,3695012.96,1986566.09
83236,true,69492.81,262541.89,0.0,332034.69,178513.26
83247,true,128702.15,192745.79,0.0,321447.94,172821.47
83262,true,295651.07,6798.24,0.0,302449.3,162607.14
83263,true,141353.95,300108.27,0.0,441462.22,237345.26
83264,true,369196.27,0.0,0.0,369196.27,198492.61
83273,true,136440.99,260550.46,0.0,396991.45,213436.25
83275,true,24528.89,65535.84,0.0,90064.74,48421.88
83276,true,31180.86,185991.72,0.0,217172.58,116759.45
83277,true,36876.58,214905.46,0.0,251782.04,135366.68
83278,true,31180.86,79914.55,0.0,111095.41,59728.7
83279,true,36876.58,31012.27,0.0,67888.85,36499.37
83280,true,31180.86,128871.74,0.0,160052.6,86049.78
83281,true,24528.89,56634.14,0.0,81163.04,43636.02
83282,true,36876.58,145855.55,0.0,182732.13,98243.07
83283,true,36876.58,203994.24,0.0,240870.82,129500.44
83284,true,31180.86,229174.95,0.0,260355.81,139976.24
83285,true,24528.89,163434.65,0.0,187963.55,101055.66
83286,true,24528.89,98964.58,0.0,123493.48,66394.33
83287,true,24528.89,68171.0,0.0,92699.9,49838.64
83288,true,36726.26,160151.38,0.0,196877.65,30202.38
83289,true,36876.58,94906.47,0.0,131783.05,70851.1
83290,true,27234.63,0.0,0.0,27234.63,14642.27
83292,true,36876.58,0.0,0.0,36876.58,19826.11
83293,true,31180.86,105674.88,0.0,136855.74,73578.35
83294,true,24528.89,0.0,0.0,24528.89,13187.5634
83295,true,24528.89,53927.63,0.0,78456.52,42180.9
83296,true,24528.89,131640.77,0.0,156169.67,83962.18
83297,true,24528.89,110155.7,0.0,134684.59,72411.05
83298,true,24528.89,0.0,0.0,24528.89,13187.56
83300,true,30744.32,116777.52,0.0,147521.85,79312.82
83301,true,41886.33,135971.49,0.0,177857.81,95622.47
83302,true,36876.58,174272.94,0.0,211149.51,113521.23
83304,true,26545.33,163022.96,0.0,189568.29,101918.43
83306,true,5856.42,65009.77,0.0,70866.19,38100.09
83307,true,36876.58,0.0,0.0,36876.58,19826.11
83308,true,31180.86,253799.81,0.0,284980.67,153215.41
83309,true,45689.84,175484.4,0.0,221174.24,118910.88
83310,true,46438.1,133607.47,0.0,180045.57,96798.69
83313,true,41886.33,0.0,0.0,41886.33,22519.52
83314,true,48603.14,0.0,0.0,48603.14,26130.72
83315,true,36876.58,131582.39,0.0,168458.97,90569.33
83316,true,31180.86,63387.2,0.0,94568.06,50843.03
83317,true,24528.89,32933.02,0.0,57461.91,30893.49
83318,true,24528.89,117989.8,0.0,142518.69,76622.93385
83319,true,24528.89,128702.47,0.0,153231.36,82382.43
83320,true,31180.86,22175.76,0.0,53356.62,28686.35
83327,true,44729.19,67449.49,0.0,112178.68,60311.09
83328,true,31180.86,6733.97,0.0,37914.83,20384.312311
83329,true,24528.89,36783.59,0.0,61312.48,32963.68
83331,true,37448.26,120772.22,0.0,158220.48,85064.76
83332,true,36876.58,57577.98,0.0,94454.56,50782.01
83333,true,36821.32,31617.46,0.0,68438.77,36795.03
83334,true,36821.32,0.0,0.0,36821.32,19796.4
83335,true,36821.32,27401.77,0.0,64223.09,34528.53
83336,true,31143.5,31617.46,0.0,62760.96,33742.44
83339,true,33731.9,56399.95,0.0,90131.85,48457.99
83340,true,25267.46,18128.57,0.0,43396.03,23331.18
83343,true,29996.81,0.0,0.0,29996.81,16127.31
83344,true,29038.48,115988.28,0.0,145026.76,77971.38
83345,true,36502.39,100624.32,0.0,137126.71,73724.04
